1,24	1,62953312	1,585248	-1,15
1,26	1,64000188	1,602248	-1,15
1,28	1,65048576	1,619232	-1,15
1,30	1,660985	1,6362	-1,15
1,32	1,67149984	1,653152	-1,15
1,34	1,68203052	1,670088	-1,15
1,36	1,69257728	1,687008	-1,15
1,38	1,70314036	1,703912	-1,15
1,40	1,71372	1,7208	-1,15
1,42	1,72431644	1,737672	-1,15
1,44	1,73492992	1,754528	-1,15
1,46	1,74556068	1,771368	-1,15
1,48	1,75620896	1,788192	-1,15
1,50	1,766875	1,805	-1,15
1,52	1,77755904	1,821792	-1,15
1,54	1,78826132	1,838568	-1,15
1,56	1,79898208	1,855328	-1,15
1,58	1,80972156	1,872072	-1,15
1,60	1,82048	1,8888	-1,15
1,62	1,83125764	1,905512	-1,15
1,64	1,84205472	1,922208	-1,15
1,66	1,85287148	1,938888	-1,15
1,68	1,86370816	1,955552	-1,15
1,70	1,874565	1,9722	-1,15
1,72	1,88544224	1,988832	-1,15
1,74	1,89634012	2,005448	-1,15
1,76	1,90725888	2,022048	-1,15
1,78	1,91819876	2,038632	-1,15
1,80	1,92916	2,0552	-1,15
1,82	1,94014284	2,071752	-1,15
1,84	1,95114752	2,088288	-1,15
1,86	1,96217428	2,104808	-1,15
1,88	1,97322336	2,121312	-1,15
1,90	1,984295	2,1378	-1,15
1,92	1,99538944	2,154272	-1,15
1,94	2,00650692	2,170728	-1,15
1,96	2,01764768	2,187168	-1,15
1,98	2,02881196	2,203592	-1,15
2,00	2,04	2,22	-1,15
2,02	2,05121204	2,236392	-1,15
2,04	2,06244832	2,252768	-1,15
2,06	2,07370908	2,269128	-1,15
2,08	2,08499456	2,285472	-1,15
2,10	2,096305	2,3018	-1,15
2,12	2,10764064	2,318112	-1,15
2,14	2,11900172	2,334408	-1,15
2,16	2,13038848	2,350688	-1,15
2,18	2,14180116	2,366952	-1,15
2,20	2,15324	2,3832	-1,15
2,22	2,16470524	2,399432	-1,15
2,24	2,17619712	2,415648	-1,15
2,26	2,18771588	2,431848	-1,15
2,28	2,19926176	2,448032	-1,15
2,30	2,210835	2,4642	-1,15
2,32	2,22243584	2,480352	-1,15
2,34	2,23406452	2,496488	-1,15
2,36	2,24572128	2,512608	-1,15
2,38	2,25740636	2,528712	-1,15
2,40	2,26912	2,5448	-1,15
2,42	2,28086244	2,560872	-1,15
2,44	2,29263392	2,576928	-1,15
2,46	2,30443468	2,592968	-1,15
2,48	2,31626496	2,608992	-1,15
2,50	2,328125	2,625	-1,15
2,52	2,34001504	2,640992	-1,15
2,54	2,35193532	2,656968	-1,15
2,56	2,36388608	2,672928	-1,15
2,58	2,37586756	2,688872	-1,15
2,60	2,38788	2,7048	-1,15
2,62	2,39992364	2,720712	-1,15
2,64	2,41199872	2,736608	-1,15
2,66	2,42410548	2,752488	-1,15
2,68	2,43624416	2,768352	-1,15
2,70	2,448415	2,7842	-1,15
2,72	2,46061824	2,800032	-1,15
2,74	2,47285412	2,815848	-1,15
2,76	2,48512288	2,831648	-1,15
2,78	2,49742476	2,847432	-1,15
2,80	2,50976	2,8632	-1,15
2,82	2,52212884	2,878952	-1,15
2,84	2,53453152	2,894688	-1,15
2,86	2,54696828	2,910408	-1,15
2,88	2,55943936	2,926112	-1,15
2,90	2,571945	2,9418	-1,15
2,92	2,58448544	2,957472	-1,15
2,94	2,59706092	2,973128	-1,15
2,96	2,60967168	2,988768	-1,15
2,98	2,62231796	3,004392	-1,15
3,00	2,635	3,02	-1,15
3,02	2,64771804	3,035592	-1,15
3,04	2,66047232	3,051168	-1,15
3,06	2,67326308	3,066728	-1,15
3,08	2,68609056	3,082272	-1,15
3,10	2,698955	3,0978	-1,15
3,12	2,71185664	3,113312	-1,15
3,14	2,72479572	3,128808	-1,15
3,16	2,73777248	3,144288	-1,15
3,18	2,75078716	3,159752	-1,15
3,20	2,76384	3,1752	-1,15
3,22	2,77693124	3,190632	-1,15
3,24	2,79006112	3,206048	-1,15
3,26	2,80322988	3,221448	-1,15
3,28	2,81643776	3,236832	-1,15
3,30	2,829685	3,2522	-1,15
3,32	2,84297184	3,267552	-1,15
3,34	2,85629852	3,282888	-1,15
3,36	2,86966528	3,298208	-1,15
3,38	2,88307236	3,313512	-1,15
3,40	2,89652	3,3288	-1,15
3,42	2,91000844	3,344072	-1,15
3,44	2,92353792	3,359328	-1,15
3,46	2,93710868	3,374568	-1,15
3,48	2,95072096	3,389792	-1,15
3,50	2,964375	3,405	-1,15
3,52	2,97807104	3,420192	-1,15
3,54	2,99180932	3,435368	-1,15
3,56	3,00559008	3,450528	-1,15
3,58	3,01941356	3,465672	-1,15
3,60	3,03328	3,4808	-1,15
3,62	3,04718964	3,495912	-1,15
3,64	3,06114272	3,511008	-1,15
3,66	3,07513948	3,526088	-1,15
3,68	3,08918016	3,541152	-1,15
3,70	3,103265	3,5562	-1,15
3,72	3,11739424	3,571232	-1,15
3,74	3,13156812	3,586248	-1,15
3,76	3,14578688	3,601248	-1,15
3,78	3,16005076	3,616232	-1,15
3,80	3,17436	3,6312	-1,15
3,82	3,18871484	3,646152	-1,15
3,84	3,20311552	3,661088	-1,15
3,86	3,21756228	3,676008	-1,15
3,88	3,23205536	3,690912	-1,15
3,90	3,246595	3,7058	-1,15
3,92	3,26118144	3,720672	-1,15
3,94	3,27581492	3,735528	-1,15
3,96	3,29049568	3,750368	-1,15
3,98	3,30522396	3,765192	-1,15
4,00	3,32	3,78	-1,15
4,02	3,33482404	3,794792	-1,15
4,04	3,34969632	3,809568	-1,15
4,06	3,36461708	3,824328	-1,15
4,08	3,37958656	3,839072	-1,15
4,10	3,394605	3,8538	-1,15
4,12	3,40967264	3,868512	-1,15
4,14	3,42478972	3,883208	-1,15
4,16	3,43995648	3,897888	-1,15
4,18	3,45517316	3,912552	-1,15
4,20	3,47044	3,9272	-1,15
4,22	3,48575724	3,941832	-1,15
4,24	3,50112512	3,956448	-1,15
4,26	3,51654388	3,971048	-1,15
4,28	3,53201376	3,985632	-1,15
4,30	3,547535	4,0002	-1,15
4,32	3,56310784	4,014752	-1,15
4,34	3,57873252	4,029288	-1,15
4,36	3,59440928	4,043808	-1,15
4,38	3,61013836	4,058312	-1,15
4,40	3,62592	4,0728	-1,15
4,42	3,64175444	4,087272	-1,15
4,44	3,65764192	4,101728	-1,15
4,46	3,67358268	4,116168	-1,15
4,48	3,68957696	4,130592	-1,15
4,50	3,705625	4,145	-1,15
4,52	3,72172704	4,159392	-1,15
4,54	3,73788332	4,173768	-1,15
4,56	3,75409408	4,188128	-1,15
4,58	3,77035956	4,202472	-1,15
4,60	3,78668	4,2168	-1,15
4,62	3,80305564	4,231112	-1,15
4,64	3,81948672	4,245408	-1,15
4,66	3,83597348	4,259688	-1,15
4,68	3,85251616	4,273952	-1,15
4,70	3,869115	4,2882	-1,15
4,72	3,88577024	4,302432	-1,15
4,74	3,90248212	4,316648	-1,15
4,76	3,91925088	4,330848	-1,15
4,78	3,93607676	4,345032	-1,15
4,80	3,95296	4,3592	-1,15
4,82	3,96990084	4,373352	-1,15
4,84	3,98689952	4,387488	-1,15
4,86	4,00395628	4,401608	-1,15
4,88	4,02107136	4,415712	-1,15
4,90	4,038245	4,4298	-1,15
4,92	4,05547744	4,443872	-1,15
4,94	4,07276892	4,457928	-1,15
4,96	4,09011968	4,471968	-1,15
4,98	4,10752996	4,485992	-1,15
5,00	4,125	4,5	-1,15
5,02	4,14253004	4,513992	-1,15
5,04	4,16012032	4,527968	-1,15
5,06	4,17777108	4,541928	-1,15
5,08	4,19548256	4,555872	-1,15
5,10	4,213255	4,5698	-1,15
5,12	4,23108864	4,583712	-1,15
5,14	4,24898372	4,597608	-1,15
5,16	4,26694048	4,611488	-1,15
5,18	4,28495916	4,625352	-1,15
5,20	4,30304	4,6392	-1,15
5,22	4,32118324	4,653032	-1,15
5,24	4,33938912	4,666848	-1,15
5,26	4,35765788	4,680648	-1,15
5,28	4,37598976	4,694432	-1,15
5,30	4,394385	4,7082	-1,15
5,32	4,41284384	4,721952	-1,15
5,34	4,43136652	4,735688	-1,15
5,36	4,44995328	4,749408	-1,15
5,38	4,46860436	4,763112	-1,15
5,40	4,48732	4,7768	-1,15
5,42	4,50610044	4,790472	-1,15
5,44	4,52494592	4,804128	-1,15
5,46	4,54385668	4,817768	-1,15
5,48	4,56283296	4,831392	-1,15
5,50	4,581875	4,845	-1,15
5,52	4,60098304	4,858592	-1,15
5,54	4,62015732	4,872168	-1,15
5,56	4,63939808	4,885728	-1,15
5,58	4,65870556	4,899272	-1,15
5,60	4,67808	4,9128	-1,15
5,62	4,69752164	4,926312	-1,15
5,64	4,71703072	4,939808	-1,15
5,66	4,73660748	4,953288	-1,15
5,68	4,75625216	4,966752	-1,15
5,70	4,775965	4,9802	-1,15
5,72	4,79574624	4,993632	-1,15
5,74	4,81559612	5,007048	-1,15
5,76	4,83551488	5,020448	-1,15
5,78	4,85550276	5,033832	-1,15
5,80	4,87556	5,0472	-1,15
5,82	4,89568684	5,060552	-1,15
5,84	4,91588352	5,073888	-1,15
5,86	4,93615028	5,087208	-1,15
5,88	4,95648736	5,100512	-1,15
5,90	4,976895	5,1138	-1,15
5,92	4,99737344	5,127072	-1,15
5,94	5,01792292	5,140328	-1,15
5,96	5,03854368	5,153568	-1,15
5,98	5,05923596	5,166792	-1,15
6,00	5,08	5,18	-1,15
6,02	5,10083604	5,193192	-1,15
6,04	5,12174432	5,206368	-1,15
6,06	5,14272508	5,219528	-1,15
6,08	5,16377856	5,232672	-1,15
6,10	5,184905	5,2458	-1,15
6,12	5,20610464	5,258912	-1,15
6,14	5,22737772	5,272008	-1,15
6,16	5,24872448	5,285088	-1,15
6,18	5,27014516	5,298152	-1,15
6,20	5,29164	5,3112	-1,15
6,22	5,31320924	5,324232	-1,15
6,24	5,33485312	5,337248	-1,15
6,26	5,35657188	5,350248	-1,15
6,28	5,37836576	5,363232	-1,15
6,30	5,400235	5,3762	-1,15
6,32	5,42217984	5,389152	-1,15
6,34	5,44420052	5,402088	-1,15
6,36	5,46629728	5,415008	-1,15
6,38	5,48847036	5,427912	-1,15
6,40	5,51072	5,4408	-1,15
6,42	5,53304644	5,453672	-1,15
6,44	5,55544992	5,466528	-1,15
6,46	5,57793068	5,479368	-1,15
6,48	5,60048896	5,492192	-1,15
6,50	5,623125	5,505	-1,15
6,52	5,64583904	5,517792	-1,15
6,54	5,66863132	5,530568	-1,15
6,56	5,69150208	5,543328	-1,15
6,58	5,71445156	5,556072	-1,15
6,60	5,73748	5,5688	-1,15
6,62	5,76058764	5,581512	-1,15
6,64	5,78377472	5,594208	-1,15
6,66	5,80704148	5,606888	-1,15
6,68	5,83038816	5,619552	-1,15
6,70	5,853815	5,6322	-1,15
6,72	5,87732224	5,644832	-1,15
6,74	5,90091012	5,657448	-1,15
6,76	5,92457888	5,670048	-1,15
6,78	5,94832876	5,682632	-1,15
6,80	5,97216	5,6952	-1,15
6,82	5,99607284	5,707752	-1,15
6,84	6,02006752	5,720288	-1,15
6,86	6,04414428	5,732808	-1,15
6,88	6,06830336	5,745312	-1,15
6,90	6,092545	5,7578	-1,15
6,92	6,11686944	5,770272	-1,15
6,94	6,14127692	5,782728	-1,15
6,96	6,16576768	5,795168	-1,15
6,98	6,19034196	5,807592	-1,15
7,00	6,215	5,82	-1,15
7,02	6,23974204	5,832392	-1,15
7,04	6,26456832	5,844768	-1,15
7,06	6,28947908	5,857128	-1,15
7,08	6,31447456	5,869472	-1,15
7,10	6,339555	5,8818	-1,15
7,12	6,36472064	5,894112	-1,15
7,14	6,38997172	5,906408	-1,15
7,16	6,41530848	5,918688	-1,15
7,18	6,44073116	5,930952	-1,15
7,20	6,46624	5,9432	-1,15
7,22	6,49183524	5,955432	-1,15
7,24	6,51751712	5,967648	-1,15
7,26	6,54328588	5,979848	-1,15
7,28	6,56914176	5,992032	-1,15
7,30	6,595085	6,0042	-1,15
